Gender,Degree,Course,Interests,Skills(Multiple),Working
Male,BE,Mechanical Engineering,Supply Chain Analysis;Product Life cycle Management,Leadership;Product knowledge;Sales,Quality Engineer
Male,B.Sc,Mechanical Engineering,Service,Accounting Skills;Active Listening;Hardware skills;Leadership;Problem Solving skills;Good communication skills,NA
Male,B.Tech,Chemistry,Construction,Civil & Criminal Law,Civil engineer
Female,B.Sc,Civil engineering,Data analytics,Leadership;Machine Learning skills;Python;SQL;MATLAB,NA
Male,MCA,Computer Science Engineering,Technology;Data analytics;All fields related to Data science.,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills;Finance related skills;People management;Communication skills;Negotiation skills;Editing;Problem Solving skills;Risk management skills;Python;SQL;Java;Good communication skills,Test Analyst
Male,B.Tech,Computers,News Coverage;Research;Technology;Trading;Understand human behaviour;Understand human body,Accounting Skills;Active Listening;Gathering Information;Analytical Skills;Negotiation skills;Mass Communication,NA
Male,B.Com,Mechanical Engineering,Financial Analysis;Research;Teaching;Understand human behaviour;Web Designing;Data analytics,Accounting Skills;Gathering Information;Artistic/Creative Skills;Editing;Linux,NA
Male,B.Tech,Accountancy,Data analytics;Data scientist;Machine Learning;Excel,Critical Thinking;Gathering Information;Analytical Skills;People management;Communication skills;Negotiation skills;Problem Solving skills;Risk management skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Interpersonal skills;C++;Presentation Skills;R;Python;SQL;Client management;Good communication skills;Teaching;CAD/CAE(autocad/catia/ansys/proE/SeimensNX);Programming Language C,Senior PMO - Data Analyst
Male,BE,Mechanical Engineering,Teaching;Technology,Analytical Skills;Leadership;Social Media Marketing,Design Engineer
Male,B.E,Mechanical Engineering,"Financial Analysis, Take risk for Profits, Trading, Understand Human Behaviour, Understand Human Body","Accounting Skills, Gathering Informing, Business Knowledge, People Management, Product Knowledge, Excel, Observation Skills",Site engineer
Female,BE,Engineering,Technology;Web Designing,Programming Language skills;Wealth Management;Python,Developer
Male,B.Sc,Computer Science,Technology,"AI, Python",Computer Software Engineer
Male,BE,Mechanical Engineering,Supply Chain Analysis;Data analytics,Active Listening;People management;Leadership,Store keeper
Male,MBA,Computer Science Engineering,Technology;Trading;Data analytics;Service,Business Knowledge;Product knowledge,NA
Male,BE,Management,Web Designing;Govt. Job;Web development,"Accounting Skills;Critical Thinking;Artistic/Creative Skills;Business Knowledge;Analytical Skills;Finance related skills;Civil & Criminal Law;Mass Communication;Editing;Product knowledge;Problem Solving skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Social Media Marketing;C++;Presentation Skills;Python;Content creation;Medical knowledge;Java;HR;Proeficiency in Software like STAAD PRO, ETABS",Sales
Female,B.Tech,Mechanical,Research,Active Listening;Programming Language skills;Risk management skills;Writing skills;SQL;Java,NA
Female,B.Tech,Computer Science Engineering,Technology,Programming Language skills;Finance related skills;Editing;C++;Python;Artificial Intelligence;SQL;Java,Associate consultant
Female,B.Tech,Computer Science Engineering,Technology,"Team work, Excel, Logical Skills, C++, Problem Solving skills, Writing",Student (Unemployed)
Male,B.Tech,Information TechNAlogy,Technology;Industires;Information Technology,Hardware skills;PLC/SCADA/VLSI/DCS,Instrumentation and Control Engineer
Male,B.Tech,Instrumentation,Financial Analysis;Research;Technology;Data analytics,Programming Language skills;Critical Thinking;Business Knowledge;Communication skills;Leadership;Problem Solving skills;Python;SQL;Java,NA
Female,B.Tech,Electronics and Communication Engineering,"Technology,Teaching","Creativity Skills, Team work, Programming",Java Full Stack Developer
Male,B.Tech,Civil Engineering,Software engineer ,"AI, ML, Python",Student (Unemployed)
Male,B.Pharmacy,Java Programming & Website Designing,Financial Analysis;Technology;Supply Chain Analysis;Data analytics;Data scientist;Web development;Service;Infrastructure,"Accounting Skills;Business Knowledge;Analytical Skills;Finance related skills;Communication skills;Machine Learning skills;C++;R;Linux;Python;Artificial Intelligence;SQL;Medical knowledge;Java;Cloud Computing;Proeficiency in Software like STAAD PRO, ETABS;Good communication skills",NA
Male,B.Tech,Pharmacy,Construction;Construction Manegement;Urban Planning,"Proeficiency in Software like STAAD PRO, ETABS",Civil & Structural Engineer
Female,B.Sc,Civil,Technology,Programming,Tele-caller
Male,B.Tech,Computer Science Engineering,Web Designing;Web development,Javascript,Associate Consultant
Male,M.Sc,MATHEMATICS,Technology,Communication Skills,Chemist in pharmaceutical
Male,BE,Chemistry,"Research, Teaching, Technology","Gathering Informing, Leadership, Market Study, Team work",Design Engineer
Female,B.Tech,Automobile Engineering,"Financial Analysis, Teaching, Technology","Accounting Skills, Communication Skills, Editing, Excel, Presentation Skills, Writing, Reading, Subject Knowledge",Student (Unemployed)
Male,BE,Mathematics,Entrepreneurship,"Programming, Logical Skills, Observation Skills",Back End Developer
Male,B.Tech,Automobile Engineering,"Financial Analysis, Technology, Entrepreneurship, Understand Human Behaviour","Accounting Skills, Active Listening, Gathering Informing, Java, SQL, Programming, Communication Skills, Work under Pressure, News Gathering, Editing, Product Knowledge, Excel, Interpersonal Skills, Presentation Skills, C++, Problem Solving skills, Observation Skills, Building Rapport",Java Developer
Female,B.Tech,Computer Science Engineering,Data analytics;Data scientist;Social media marketing,Analytical Skills;Data Visualization skills( Power Bi/ Tableau );C++;Python;SQL;Java;AWS,Software Engineer
Female,B.Tech,Information Technology,"Technology, Understand Human Behaviour","ML, Business Knowledge, People Management, Communication Skills, Negotiation Skills, Leadership, Product Knowledge, Team work, Excel",Computer Software Engineer
Male,M.Sc,Information Technology,Financial Analysis;News Coverage;Research;Sales/Marketing;Social Justice;Trading;Understand human behaviour;Understand human body;Supply Chain Analysis;Web Designing;Content Writing;Data analytics;Govt. Job;Game industry;Digital marketing;Home interior design;Retailer;Data scientist;Web development;Market reserach;Social media marketing;Social causes;All fields related to Data science.;Navy Defence related;Customer care;Urban Planning,Active Listening;Critical Thinking;Gathering Information;Analytical Skills;People management;Communication skills;Negotiation skills;Leadership;Editing;Product knowledge;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Sales;Presentation Skills;R;Python;Medical knowledge;Hospitality;Client management;Good communication skills,NA
Male,B.E,Accountancy,"Research, Sales/Marketing, Social Justice, Teaching, Technology, Entrepreneurship, Understand Human Behaviour","Programming, Communication Skills, Work under Pressure, Leadership, Editing, Product Knowledge, Team work, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, C++, Problem Solving skills, Mass Communication, Writing, Reading, Designing Skills, Sales",Business developer
Male,B.E,Physics,Research,Designing Skills,Student (Unemployed)
Female,B.Sc,Automobile Engineering,Technology;Govt. Job;Data scientist,Active Listening;Editing;R;Python,NA
Male,B.Tech,Automobile Engineering,Data scientist;Machine Learning,Python,NA
Male,B.Tech,"Mathematics, Statistics and Computer science",Mobile App Development,C++;Python;SQL;Java;Architecture;PHP,Mobile Application Developer
Male,BCA,Computer Science Engineering,Research;Teaching;Technology;Govt. Job,Active Listening;Programming Language skills;Critical Thinking;Business Knowledge;People management;Negotiation skills;C++,NA
Male,B.Com,Computer Science Engineering,"Financial Analysis, Research, Technology","Accounting Skills, Business Knowledge, People Management, Work under Pressure, Cost Accounting, Reading",Chartered Accountant
Female,BE,Programing language,Data analytics;Data scientist;SAP Consultant in MM;Cloud computing,Problem Solving skills;C++;Linux;Python,NA
Male,B.Tech,Accountancy,Technology,NO,Software Developer
Male,MBA,Computer Science Engineering,"Social Justice;Technology;Web Designing;Digital marketing;Web development;Market reserach;Social media marketing;Information Technology;Machine Learning;Agriculture, services",Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Communication skills;Leadership;Designing skills;Machine Learning skills;Sales;Social Media Marketing;Artificial Intelligence;Good communication skills;Us & Canada Recruitment (IT);AWS;PHP,Web Developer and Digital Marketer
Female,BE,Electronics and Communication Engineering,Understand human behaviour;Data scientist;Web development,Programming Language skills;Writing skills;Python,NA
Male,Master of journalism,EcoNAmics,Content Writing,Editing,Sub-editor
Female,Pharmacy,Information Science,"Teaching, Entrepreneurship","Sales, Subject Knowledge",Medical Practitioner
Female,D ed,Vedio editing,"Teaching, Entrepreneurship","Reading, Sales",Teacher
Female,B.Sc,Zoology,Financial Analysis;Govt. Job,Active Listening;Communication skills;Java;Good communication skills;Teaching,NA
Male,B.Tech,Computer Applications,"Machine Learning,All fields related to Data science",Python; C++; problem solving ;KIVY; competitive programming; data structures ;backend web development ;spring boot; spring framework,Software Developer
Male,BBA,Statistics,Trading,Leadership,Tele-caller
Male,MCA,Computer Science Engineering,Technology;Govt. Job,Analytical Skills;Communication skills;Product knowledge;Risk management skills;Good communication skills,Customer service
Male,Hh,Accountancy,Social Justice,People Management,Business Analyst
Male,BBA,EcoNAmics,Financial Analysis;Research;Sales/Marketing;Trading,Business Knowledge;Finance related skills;Communication skills;Leadership;Interpersonal skills,Business Analyst
Male,BE,Finance,Financial Analysis;Technology;Trading;Data analytics;All fields related to Data science.;Information Technology;Blockchain,Analytical Skills;Communication skills;Leadership;Problem Solving skills;C++;Linux;SQL;Good communication skills,NA
Male,BCA,Computer Engineering,Research;Technology;Web Designing;Data analytics;Govt. Job,Active Listening;Hardware skills;Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;Finance related skills;Communication skills;Negotiation skills;Mass Communication;Leadership;Editing;Problem Solving skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Social Media Marketing;C++;Presentation Skills;R;Linux;Python;SQL;Java;MATLAB,NA
Male,B.Tech,"C, C++, Java, SQL, MySQL, Unix, HTML, Mathematics, Statistics",Construction Manegement,"Proeficiency in Software like STAAD PRO, ETABS",Civil & Structural Engineer
Female,B.Tech,Civil Engineering,Technology;Data analytics;Data scientist;Web development,Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;R;Linux;Python;Artificial Intelligence;SQL,Data Analyst
Female,B.Sc,Computer Science Engineering,News Coverage;Understand human behaviour;Content Writing;Digital marketing,Active Listening;Critical Thinking;Gathering Information;People management;Communication skills;Mass Communication;Editing;Problem Solving skills;Writing skills;Content creation,Catalog Associate
Female,B.Com,Chemistry,"Research, Understand Human Behaviour, Understand Human Body","People Management, Communication Skills, Writing, Observation Skills, Reporting",Student (Unemployed)
Male,B.Com,Botany,Technology,"AI, ML, Python",Student (Unemployed)
Female,B.Com,Computer Science Engineering,Financial Analysis,Accounting Skills;Business Knowledge;Finance related skills;People management,NA
Female,B.Tech,Accounting,Data scientist;Information Technology,Data Visualization skills( Power Bi/ Tableau );C++;Linux;Python;Artificial Intelligence;SQL,Business Analyst
Female,BA,Computer Science Engineering,Teaching,Teaching,NA
Male,B.Tech,Political science,Teaching,Java,Software Engineer
Male,B.Tech,Computer Science Engineering,Technology,NO,Software developer
Female,B.E,Cse,Entrepreneurship,"Critical Thinking, Gathering Informing, Leadership, Team work, Risk Managing",Managing director 
Male,Diploma,Automobile Engineering,Design,Hardware skills;Analytical Skills;Communication skills;Leadership;Editing;Product knowledge;Problem Solving skills;Risk management skills;Designing skills,Mechanical design Engineer
Male,B.Tech,N.A,"Research, Teaching, Geography and Geology ","Analytic Thinking, SQL, Oracle, Programming, Communication Skills, Interpersonal Skills",Computer Software Engineer
Male,BE,Electrical and Electronics Engineering,Construction,Active Listening;People management;Communication skills;Leadership;Problem Solving skills;Risk management skills,NA
Male,B.Tech,Building material and construction,Research,"Accounting Skills, Cost Accounting",Data Analyst
Male,B.Tech,Computer Science Engineering,Technology,"Java, SQL, Programming, Team work",Computer Software Engineer
Female,BCA,Computer Science Engineering,Financial Analysis;Understand human behaviour,Leadership,NA
Male,B.Tech,Computer Applications,"Technology,Entrepreneurship","Creativity Skills,Leadership,Market Study, Teamwork, Programming",Java Developer
Male,BE,Computer Science Engineering,Financial Analysis,"ML, Python, Analytic Thinking, SQL, Excel, Problem Solving skills, Tableau, Risk Managing",Data Analyst
Male,B.Tech,Engineering,Industires,mechanical maintenance,Maintenance Engineer-Mechanical
Female,BCA,Mechanical Engineering,News Coverage;Technology;Understand human behaviour;Understand human body;Data analytics;Home interior design,Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills;People management;Communication skills;Negotiation skills;Mass Communication;Leadership;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Machine Learning skills;Social Media Marketing;Interpersonal skills;Presentation Skills;Linux;Artificial Intelligence;SQL;Medical knowledge;Cloud Computing;HR,Video labeling(Artificial intelligence) and Medical Coding
Female,BE,Computer applications,Research;Data analytics;Data scientist;All fields related to Data science.,Active Listening;Gathering Information;Problem Solving skills;MATLAB;Good communication skills;Teaching,NA
Female,M.Sc,Electronics and Instrumentation Engineering,"Financial Analysis, Research, Take risk for Profits, Technology, Trading","Accounting Skills, Python, Critical Thinking, Analytic Thinking, Business Knowledge, Communication Skills, Negotiation Skills, Leadership, Editing, Product Knowledge, Cost Accounting, Creativity Skills, Market Study, Team work, Derivatives, Logical Skills, C++, Problem Solving skills, Observation Skills, Risk Managing, Designing Skills, Building Rapport",Admin
Male,BBA ,MathematicsÃŠ,Sales/Marketing,"Team work, Reporting",Marketing Manager
Male,MBA,Finance and HRÃŠ,Sales/Marketing,"Leadership, C.I.T",Marketing Manager
Male,BBA ,Business Administration,Sales/Marketing,"Communication Skills, Leadership, Team work, Reporting",Marketing Manager
Male,B.Tech,Sales & Marketing,Technology;Data analytics;Game industry,Active Listening;Gathering Information;Artistic/Creative Skills;Editing;Problem Solving skills;SQL,Programmer
Male,B.Tech,Computer science,Technology,"Python, Artistic skills, SQL, Communication Skills, Editing, Excel, C++",Programmer
Male,B.Sc,Computer Science Engineering,Financial Analysis;Data analytics;Social media marketing,Critical Thinking;Business Knowledge;Analytical Skills;SQL,Senior Analyst
Female,BE,Information Technology,Research;Technology;Data analytics;Data scientist,Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;Communication skills;Problem Solving skills;Risk management skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Presentation Skills;Good communication skills,Quality Assurance
Male,BE,Computer Science Engineering,"Sales/Marketing, Teaching, Entrepreneurship","Business Knowledge, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, Creativity Skills, Market Study, Team work, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, Observation Skills, Sales",Business development associate
Male,B.Tech,Automobile Engineering,Statistical Programmer,Programming Language skills;R;Python;Programming Language C;SAS,Statistical programmer
Male,B.Tech,electronic,Financial Analysis,Accounting Skills;Analytical Skills;Finance related skills;People management;Negotiation skills,Analyst
Male,B.Com,ECR,Financial Analysis,"Accounting Skills, Analytic Thinking, Gathering Informing, People Management, Communication Skills, Work under Pressure, Leadership, Cost Accounting, Team work, Excel, Interpersonal Skills, Problem Solving skills",Student (Unemployed)
Female,B.Tech,Accountancy,Technology,"AI, ML, Python, Analytic Thinking, Gathering Informing, SQL, Team work, Excel, Tableau",Data Analyst
Male,B.Tech,Computer Science Engineering,Technology;Understand human behaviour;Understand human body;Data scientist,Active Listening;Business Knowledge;Lotus Notes,Lotus Notes Admin
Female,B.Tech,CSIT,Technology;Data analytics;Data scientist;Information Technology,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Business Knowledge;Analytical Skills;People management;Negotiation skills;SQL;HR;Client management;Us & Canada Recruitment (IT),"Senior Technical Recruiter, Recruitment Specialist, Talent Acquisition Specialist (IT)"
Female,B.Tech,Information TechNAlogy (IT),Information Technology,Programming Language skills;Critical Thinking;Leadership;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Good communication skills;Programming Language C,NA
Male,B.Tech,Electrical and Electronics Engineering,Understand Human Behaviour,"Active Listening, Communication Skills, Designing Skills",Structural Engineer
Female,B.Tech,Engineering,Data analytics,Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python,NA
Male,B.Tech,Electrical and Electronics Engineering,Software Job,NO,digital marketing reqruiter
Female,B.Tech,Mechanical Engineering,Technology,"AI, ML, Python, Java, SQL, Oracle, Programming, Work under Pressure, Leadership, Product Knowledge, Team work, Logical Skills, Presentation Skills, C++, Problem Solving skills, Writing, Observation Skills, Subject Knowledge",Computer Software Engineer
Female,B.Tech,Computer Science Engineering,Technology,Linux,Linux Administrator
Male,B.Sc,Electrical and Electronics Engineering,"Research, Technology","Python, People Management, Leadership, Creativity Skills, Team work, Observation Skills, Risk Managing",Student (Unemployed)
Female,B.Com,Computer Science Engineering,Financial Analysis;Sales/Marketing;Govt. Job;Game industry;Digital marketing;Web development;Market reserach;Industires;Design,Accounting Skills;Programming Language skills;Business Knowledge;Finance related skills;People management;Risk management skills,NA
Male,BE,Commerce,"Research, Technology, Entrepreneurship","Active Listening, AI, ML, Python, Critical Thinking, Analytic Thinking, Programming, Communication Skills, Work under Pressure, Leadership, C++, Problem Solving skills",Front End Developer
Male,B.Tech,Automobile Engineering,Technology,Python,Mechanical Engineer
Female,BA,Mechanical Engineering,Social Justice;Understand human behaviour;Gardening,Active Listening;Critical Thinking;Product knowledge;Presentation Skills;Artificial Intelligence;Good communication skills;Teaching,NA
Female,B.Tech,English,"Research, Technology","Python, Java",Computer Software Engineer
Male,B.Tech,Electronics and Communication Engineering,Software ,"Java, SQL",Student (Unemployed)
Female,B.E,Electronics and Communication Engineering,Technology,"Leadership, Team work, Excel, Reading, Designing Skills",Analyst 
Male,B.Tech,Automobile Engineering,Engineering,Engineering,Mechanical Engineer
Female,B.Com,Engineering,Financial Analysis,Accounting Skills,Housewife
Female,BE,Commerce,Technology;Data scientist;Machine Learning,Active Listening;Hardware skills;Programming Language skills;Communication skills;R;Python;SQL;MATLAB;Good communication skills,store assistant
Female,B.Sc,Electrical and Electronics Engineering,Teaching,Writing skills;Teaching,NA
Female,BCA,PHYSICS,Technology,Python;Java,NA
Male,B.E.,Computer Applications,"Social Justice, Technology","Critical Thinking, Analytic Thinking, Business Knowledge, Communication Skills, Negotiation Skills, Leadership, Creativity Skills, Team work, Interpersonal Skills, Problem Solving skills, Risk Managing, Designing Skills",Computer Software Engineer
Male,BCA,Automobile Engineering,Technology,Active Listening;Programming Language skills;Critical Thinking;Designing skills;SQL;Java;Cloud Computing,Software engineer
Male,B.Tech,Java,Data analytics;Data scientist,Communication skills;Problem Solving skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Presentation Skills;Python;SQL,NA
Male,B.Tech,electrical engineering,Data scientist,Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence,Developer
Male,BE,Electronics and Communication Engineering,"Research, Social Justice, Teaching","ML, Critical Thinking, Analytic Thinking, Gathering Informing, Communication Skills, Work under Pressure, Writing",Engineer
Male,B.E,Civil Engineering,Sales/Marketing,"Business Knowledge, Product Knowledge, Team work, Reading, Building Rapport",Sales Executive
Male,BE,Automobile Engineering,Financial Analysis;Research;Technology;Game industry,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Business Knowledge;Analytical Skills;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;R;Python;SQL,Executive Engineer
Male,BE,"Electrical, Electronics and Power Engineering ",Research;Game industry;Digital marketing;Data scientist;All fields related to Data science.;Information Technology;Blockchain,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Analytical Skills;Problem Solving skills;Machine Learning skills;Presentation Skills;R;Python;SQL,Executive Engineer
Male,B.Tech,"Electrical, Electronics and Power Engineering ",Entrepreneurship,"Gathering Informing, Product Knowledge",Network engineer
Male,B.Tech,Information TechNAlogy,Technology;Data analytics;Data scientist;All fields related to Data science.,Gathering Information;Business Knowledge;Analytical Skills;Designing skills;Presentation Skills;Content creation,Product development associate
Female,B.Com,Mechanical Engineering,Financial Analysis;Sales/Marketing;Data analytics,Analytical Skills;People management;Communication skills;Product knowledge;Problem Solving skills;Risk management skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Presentation Skills;Python;MATLAB,Team lead in Mortgage banking;
Male,B.Com,Insurance,Entrepreneurship,"Business Knowledge, Leadership, Team work, Problem Solving skills",Business Analyst
Male,B.Tech,Commerce,Teaching,"Active Listening, Work under Pressure,Teamwork,Interpersonal Skills, Presentation skills, Reading",Teaching
Male,B.Tech,Computer Science Engineering,"Technology, Entrepreneurship","Business Knowledge, SQL, Programming, People Management, Communication Skills, Work under Pressure, Editing, Creativity Skills, Team work, Excel, Linux, Problem Solving skills, Observation Skills, Reading",Dot net Developer
Male,B.Tech,Information TechNAlogy,"Research, Sales/Marketing, Entrepreneurship","Business Knowledge, People Management, Work under Pressure, digital marketing",Digital/Social Media Marketer
Female,Diploma,Information TechNAlogy,"Social Justice;Teaching;Govt. Job;Agriculture, services",Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Communication skills;Leadership;Good communication skills;Teaching,Receptionist in coaching center
Male,B.Tech,Geography,Govt. Job,Hardware skills,Web Developer
Female,B.Com,Mining,Sales/Marketing,Artistic/Creative Skills,Dancing
Female,B.Com,EcoNAmics,Sales/Marketing,Artistic/Creative Skills,Dancing
Male,BBA,EcoNAmics,Financial Analysis,"
SAP Successfactors;Financial Modeling;Corporate Finance;Equity Research;Financial Statement Analysis;Business Model Development;Financial Forecasting;Business Model InnovationBusiness Strategy",Financial Analyst
Male,B.Tech,Finance,Understand human body,"
Cell Culture;Microbiology;Molecular Genetics;Microbial Genetics;Proteomics;PCR;Bioinformatics;ELISA;qRT-PCR;Mammalian Cell Culture;RNA Isolation;Site-directed Mutagenesis;Molecular & Cellular Biology;Immunology;Cell Biology;DNA Extraction",Research Fellow
Male,B.Sc,Biotechnology,Technology,"Python, SQL, Programming",Data Analyst
Male,BA,Computer Science Engineering,Research;Understand human behaviour;Understand human body;Web Designing;Content Writing;Game industry,Active Listening;Leadership;Editing;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Content creation,NA
Female,B.Sc,English,Web Designing,Programming Language skills;Communication skills;Leadership;Editing;Designing skills;Writing skills;C++;SQL,NA
Male,B.Tech,Computer Science Engineering,Teaching,"Python, Analytic Thinking, Java, Oracle, Editing, C++, Problem Solving skills",Not working 
Female,BE,Computer Science Engineering,Research;Sales/Marketing;Technology;Understand human behaviour,Communication skills;Negotiation skills;Product knowledge;Designing skills,Design Engineer
Female,MCA,Mechanical engineering,Data scientist,Communication skills;Leadership;Problem Solving skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );C++;Presentation Skills;Python;Artificial Intelligence;Content creation;Hospitality;HR;Good communication skills;Teaching,NA
Male,B.Tech,Computers,Technology;Data analytics,Programming Language skills;Data Visualization skills( Power Bi/ Tableau );Python;Artificial Intelligence,NA
Male,B.Tech,Mechanical engineering,Data analytics;Data scientist,Communication skills;Machine Learning skills;Python;SQL,NA
Male,B.Tech,Mechanical engineering,Sales/Marketing;Teaching;Technology,Accounting Skills;Risk management skills;Designing skills;Writing skills,Assistent Engineer
Female,B.Tech,Electrical and Electronics Engineering,Technology;Govt. Job;Design,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Business Knowledge;Communication skills;Leadership;Editing;Problem Solving skills;Designing skills;Writing skills;Java,NA
Male,BE,Mechanical Engineering,"Teaching;Technology;Design;Agriculture, services",Active Listening;Business Knowledge;People management;Communication skills;Leadership;Designing skills;Writing skills;Social Media Marketing;Hospitality;Good communication skills;Teaching;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX);mechanical maintenance;Excel,Project Manager
Male,B.Tech,Automobile Engineering,Technology,"AI, ML, Python",ML Engineer
Male,BE,Computer Science Engineering,Entrepreneurship,"Editing, Excel, PowerBI",Data Analyst
Female,B.Tech,Civil Engineering,Music,"Python, Java, SQL",Associate Professional 
Male,BE,Computer Science Engineering,Teaching;Technology;Trading,Programming Language skills;Critical Thinking;Artistic/Creative Skills,NA
Male,BE,Engineering,"Take risk for Profits, Technology, Understand Human Behaviour, Understand Human Body","AI, Business Knowledge, Team work, Problem Solving skills",Student (Unemployed)
Male,B.Tech,Automobile Engineering,"Web development,Social causes,All fields related to Data science,Machine Learning,Data scientist",html;c;PHP;CSS;Drupal;Javascript;MSSQL;jQuery;NetBeans;MySql;Ajax;XML,Web Developer
Male,B.Tech,Computer Science Engineering,"Research,Understand human body,BioTechnology",Cell culture ;plant tissue culture; environmental biotechnology; microbiology ;nanomaterials ;nanoparticles;nanobiotechnology; gas chromatographyHigh-Performance Liquid Chromatography (HPLC); electrospinning; mammalian cell culture ;bacterial culture; ndds ;chromatography;Tissue culture;UV/Vis Spectroscopy,"
Research Associate"
Male,B.Tech,Biotechnology,Technology,Integrated Circuits;Lead Generation;Android and IOS App Developer;Aurdino,Electronics  Engineer- Research Analyst
Male,B.Com,Electronics & Telecommunications Engineering,Sales/Marketing,"Work under Pressure, Excel, Sales",MIS Executive 
Female,B.Tech,Computer Applications,Technology,NO,graduate trainee
Male,B.Sc,Computer Science Engineering,Game industry,Business Knowledge;Finance related skills;SQL;Java,HDFC BANK
Male,B.Tech,Computer science,"Research,Understand human body,BioTechnology",Good Manufacturing Practice (GMP);Hazard Analysis and Critical Control Points (HACCP);Food Safety;Quality Assurance;Problem Solving;Critical Thinking;Food Microbiology;Food Technology,"
Lab Technician -Food Safety & Quality"
Male,BALLB,Biotechnology,Litigation & Legal service,Critical Thinking;Civil & Criminal Law,Legal Associate
Female,B.Tech,Law,Data analytics,Data Visualization skills( Power Bi/ Tableau );SQL,Power
Male,B.Tech,Electronics and Communication Engineering,Data analytics,Analytical Skills;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Sales;Python;SQL;Java,Data Analyst
Male,BE,Computer Science & Engineering,Design,Business Knowledge;Communication skills;Designing skills;Writing skills;Machine Learning skills,Still working jbm auto pvt Ltd company Engineering quality department
Male,B.Sc,Engineering graphics,In IT services,"ML, Python, Java, SQL, C++, Linux",Student (Unemployed)
Female,B.Tech,Computer Science Engineering,Sales/Marketing,"Business Knowledge, Java, SQL, Excel, Reporting",Business Analyst
Female,B.Tech,Information Technology,Technology,"SQL, C++",Software
Male,B.Tech,Electrical and Electronics Engineering,"Financial Analysis, Research, Technology, GIS","Active Listening, ML, Python, Analytic Thinking, SQL, Programming, Communication Skills, Creativity Skills, Team work, Logical Skills, Tableau, Reading",Assistant Professor
Male,BE,Mechanical Engineering,Technology,"ML, Python, Critical Thinking, Analytic Thinking, Gathering Informing, Artistic skills, Java, SQL, Programming, People Management, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, Team work, C++, Problem Solving skills, Reading",Request Proposal Manager
Female,B.E ,Communication & Political Science,Technology,"ML, Python, SQL, Oracle, Tableau",Back End Developer
Female,B.Tech,Computer Science Engineering,Sales/Marketing;Design,Gathering Information;Business Knowledge;People management;Communication skills;Leadership;Sales,Business Development Manager
Male,B.Sc,Chemical engineering,"Research, Understand Human Behaviour, Understand Human Body","Artistic skills, Business Knowledge, Communication Skills, Creativity Skills, Interpersonal Skills, Presentation Skills, Writing, Observation Skills, Reading, Subject Knowledge",Student (Unemployed)
Male,Poo.sc,Psychology,Sales/Marketing,Sales,Sales Executive
Female,B.Tech,Political science,"Technology, Trading, Entrepreneurship","Business Knowledge, People Management, Communication Skills, Work under Pressure, Leadership, Editing, Team work, Excel, Presentation Skills, Reading, Designing Skills",Traniee
Female,B.Tech,Mechanical Engineering,Technology;Content Writing;Home interior design;Compering,Hardware skills;Programming Language skills;Critical Thinking;Gathering Information;Writing skills;C++;MATLAB;Good communication skills,Associate Engineer - Controls & Software
Male,BE,Electronics and Communication Engineering,Technology,"Java, SQL, Oracle, Programming, Problem Solving skills",Back End Developer
